Unique ID,Abbreviation,Parent Agency,Bureau,Date,Fedscope ID,Capacity Score,Capacity Score SD,Capacity Upperbound,Capacity Lowerbound
EDEV-201509,EDEV,Department of Education,"Office of Career, Technical, and Adult Education",2015,EDEV,0.8831208,0.7230822,-0.5364233,2.325297
EE00-201509,EEOC,Equal Employment Opportunity Commission,,2015,EE00,0.08935436,0.7248565,-1.333236,1.510889
EP00-201509,EPA,Environmental Protection Agency,,2015,EP00,0.8256534,0.724282,-0.5886141,2.250373
EW00-201509,TDA,Trade and Development Agency,,2015,EW00,0.865817,0.7243156,-0.5520949,2.29219
FC00-201509,FCC,Federal Communications Commission,,2015,FC00,0.8616512,0.7212426,-0.5656891,2.275229
FD00-201509,FDIC,Federal Deposit Insurance Corporation,,2015,FD00,0.6750551,0.7242449,-0.7240745,2.099558
FJ00-201509,CSHIB,Chemical Safety and Hazard Investigation Board,,2015,FJ00,0.4289132,0.7367865,-1.032134,1.870628
FL00-201509,FCA,Farm Credit Administration,,2015,FL00,0.5281896,0.7243335,-0.8841905,1.944896
FM00-201509,FMCS,Federal Mediation and Conciliation Service,,2015,FM00,-0.5083538,0.7319474,-1.932439,0.9168244
FRFT-201509,CFPB,Board of Governors of the Federal Reserve System,Consumer Financial Protection Bureau,2015,FRFT,0.6607093,0.7271215,-0.7573392,2.07202
FT00-201509,FTC,Federal Trade Commission,,2015,FT00,1.17725,0.7255889,-0.2655236,2.584963
FW00-201509,OSC,Office of Special Counsel,,2015,FW00,0.6464501,0.7299918,-0.7802563,2.072668
GB00-201509,OPIC,International Development Finance Corporation,Overseas Private Investment Corporation,2015,GB00,0.357858,0.7251097,-1.083171,1.786678
GG00-201509,OGE,Office of Government Ethics,,2015,GG00,0.7205758,0.727897,-0.702834,2.154879
GJ00-201509,Presidio,Presidio Trust,,2015,GJ00,0.07484857,0.7219951,-1.344186,1.491061
GQ00-201509,EAC,Election Assistance Commission,,2015,GQ00,-0.3384155,0.7169747,-1.748476,1.059138
GS-DEP-201509,GSA,General Services Administration,,2015,GS-DEP,-0.1731889,0.7262536,-1.576573,1.251687
GS30-201509,OAP,General Services Administration,Office of Acquisition Policy,2015,GS30,-0.05727069,0.7247385,-1.481161,1.363042
HE-DEP-201509,HHS,Department of Health and Human Services,,2015,HE-DEP,0.5743311,0.7157899,-0.83297,1.98662
HE12-201509,ACL,Department of Health and Human Services,Administration for Community Living,2015,HE12,0.4360043,0.7317751,-0.9832344,1.86017
HE13-201509,HHSIG,Department of Health and Human Services,Office of the Inspector General,2015,HE13,0.1982298,0.7266768,-1.239019,1.615274
HE32-201509,SAMHSA,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2015,HE32,0.718984,0.7222713,-0.6874693,2.137619
HE33-201509,AHRQ,Department of Health and Human Services,Agency for Healthcare Research and Quality,2015,HE33,1.025203,0.7271119,-0.3882755,2.454298
HE34-201509,HRSA,Department of Health and Human Services,Health Resources and Services Administration,2015,HE34,0.4492876,0.7299355,-0.981364,1.892559
HE35-201509,ATSDR,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,2015,HE35,1.091732,0.713954,-0.2973509,2.480188
HE36-201509,FDA,Department of Health and Human Services,Food and Drug Administration,2015,HE36,0.7581348,0.7310056,-0.6926788,2.189879
HE37-201509,IHS,Department of Health and Human Services,Indian Health Service,2015,HE37,-0.6488626,0.7227978,-2.051585,0.7863705
HE38-201509,NIH,Department of Health and Human Services,National Institutes of Health,2015,HE38,0.9587121,0.7240868,-0.4539087,2.381292
HE39-201509,CDC,Department of Health and Human Services,Centers for Disease Control and Prevention,2015,HE39,0.7021434,0.7304387,-0.7314356,2.13199
HE70-201509,CMS,Department of Health and Human Services,Centers for Medicare and Medicaid Services,2015,HE70,0.4853908,0.7311084,-0.9472032,1.901346
HE90-201509,ACF,Department of Health and Human Services,Administration for Children and Families,2015,HE90,0.4579819,0.7252232,-0.9656707,1.880808
HFHA-201509,FHFA,Federal Housing Finance Agency,,2015,HFHA,1.349404,0.7312911,-0.084135,2.787385
HP00-201509,ACHP,Advisory Council on Historic Preservation,,2015,HP00,0.5220061,0.7334398,-0.8994527,1.969863
HS-DEP-201509,DHS,Department of Homeland Security,,2015,HS-DEP,-0.76718,0.712903,-2.163372,0.6245227
HSAB-201509,CIS,Department of Homeland Security,United States Citizenship and Immigration Services,2015,HSAB,-0.6297507,0.7316928,-2.081326,0.7900446
HSAC-201509,USCG,Department of Homeland Security,United States Coast Guard,2015,HSAC,-0.5456113,0.7192029,-1.947756,0.865929
HSAD-201509,USSS,Department of Homeland Security,United States Secret Service,2015,HSAD,-1.066957,0.7400297,-2.520208,0.3831389
HSBB-201509,ICE,Department of Homeland Security,United States Immigration and Customs Enforcement,2015,HSBB,-0.5038577,0.7282639,-1.911178,0.9344117
HSBC-201509,TSA,Department of Homeland Security,Transportation Security Administration,2015,HSBC,-1.183159,0.7292416,-2.605021,0.2346675
HSBD-201509,CBP,Department of Homeland Security,United States Customs and Border Protection,2015,HSBD,-0.777128,0.724413,-2.21525,0.66707
HSBE-201509,FLETC,Department of Homeland Security,Federal Law Enforcement Training Center,2015,HSBE,-0.833531,0.7288806,-2.280138,0.6032424
HSCA-201509,CISA,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,2015,HSCA,-0.3411487,0.7251779,-1.750883,1.069184
HSCB-201509,FEMA,Department of Homeland Security,Federal Emergency Management Agency,2015,HSCB,-0.9194731,0.7375489,-2.377918,0.5372612
HSDA-201509,DNDO,Department of Homeland Security,Domestic Nuclear Detection Office,2015,HSDA,1.153634,0.7322236,-0.2791728,2.582329
HU-DEP-201509,HUD,Department of Housing and Urban Development,,2015,HU-DEP,-0.3526344,0.7312058,-1.792963,1.058494
HUAA-201509,HUDSEC,Department of Housing and Urban Development,Office of the Secretary,2015,HUAA,-1.447752,0.7406886,-2.918944,-0.01022621
HUBB-201509,HUDMANG,Department of Housing and Urban Development,Office of Administration,2015,HUBB,-0.8197402,0.7362649,-2.259206,0.6288369
HUCC-201509,HUDGC,Department of Housing and Urban Development,Office of the General Counsel,2015,HUCC,0.4349646,0.7287119,-0.9916061,1.870273
HUDD-201509,OCPD,Department of Housing and Urban Development,Assistant Secretary for Community Planning and Development,2015,HUDD,-0.6624807,0.7253055,-2.088511,0.7680041
HUEE-201509,OFHEO,Department of Housing and Urban Development,Assistant Secretary for Fair Housing and Equal Opportunity,2015,HUEE,-0.04692395,0.7279372,-1.460195,1.401768
HUGG-201509,HUDIG,Department of Housing and Urban Development,Office of the Inspector General,2015,HUGG,0.3354498,0.7245832,-1.099861,1.774113
HUKK-201509,OFPM,Department of Housing and Urban Development,Office of Field Policy and Management,2015,HUKK,-0.9599225,0.7260072,-2.397332,0.481205
HULL-201509,OHHLHC,Department of Housing and Urban Development,Office of Healthy Homes and Lead Hazard Control,2015,HULL,-0.1804515,0.7278059,-1.602337,1.257188
HUMM-201509,HOUS,Department of Housing and Urban Development,Assistant Secretary for Housing,2015,HUMM,-0.7505123,0.7275018,-2.176074,0.6846506
HUPP-201509,OPIH,Department of Housing and Urban Development,Office of Public and Indian Housing,2015,HUPP,-0.4876904,0.7241748,-1.899824,0.9260824
HURR-201509,HUDPOL,Department of Housing and Urban Development,Policy Development and Research,2015,HURR,0.2891362,0.7277725,-1.131072,1.717117
HUTT-201509,GNMA,Department of Housing and Urban Development,Government National Mortgage Association,2015,HUTT,-0.5341996,0.7300407,-1.953923,0.8997092
IB00-201509,BBG,Agency for Global Media,,2015,IB00,-0.3444993,0.7280268,-1.768337,1.077242
IF00-201509,IAF,Inter-American Foundation,,2015,IF00,0.7064648,0.7270644,-0.7309195,2.132314
IN-DEP-201509,INT,Department of the Interior,,2015,IN-DEP,-0.2601163,0.7242898,-1.658394,1.134573
IN01-201509,DOISEC,Department of the Interior,Office of the Secretary,2015,IN01,-0.0115072,0.7364307,-1.457329,1.438389
IN05-201509,BLM,Department of the Interior,Bureau of Land Management,2015,IN05,-0.7845641,0.7270107,-2.232238,0.6444567
IN06-201509,BIA,Department of the Interior,Bureau of Indian Affairs,2015,IN06,-1.282582,0.7283565,-2.70991,0.1450821
IN07-201509,BOR,Department of the Interior,Bureau of Reclamation,2015,IN07,-0.1112919,0.720375,-1.507834,1.285594
IN08-201509,USGS,Department of the Interior,United States Geological Survey,2015,IN08,0.3008686,0.7270448,-1.114506,1.717177
IN10-201509,NPS,Department of the Interior,National Park Service,2015,IN10,-0.6872014,0.7175505,-2.10146,0.7081764
IN15-201509,USFWS,Department of the Interior,United States Fish and Wildlife Service,2015,IN15,0.2332165,0.7395272,-1.217045,1.680133
IN21-201509,DOIGC,Department of the Interior,Office of the Solicitor,2015,IN21,1.180564,0.7329298,-0.2626697,2.623492
IN22-201509,OSMR,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,2015,IN22,0.03714828,0.7290256,-1.407018,1.472919
IN26-201509,BSEE,Department of the Interior,Bureau of Safety and Environmental Enforcement,2015,IN26,0.1898389,0.7279962,-1.240571,1.621832
IN27-201509,BOEM,Department of the Interior,Bureau of Ocean Energy Management,2015,IN27,0.7010583,0.732104,-0.7394469,2.121914
KS00-201509,CNCS,Corporation for National and Community Service,,2015,KS00,-0.1574702,0.723362,-1.595769,1.246104
LF00-201509,FEC,Federal Election Commission,,2015,LF00,0.6401232,0.7282599,-0.7753584,2.082825
MC00-201509,FMC,Federal Maritime Commission,,2015,MC00,0.2314756,0.7272803,-1.189028,1.672935
MI00-201509,MCC,Millennium Challenge Corporation,,2015,MI00,0.5193298,0.7232559,-0.9006312,1.931802
NF00-201509,NSF,National Science Foundation,,2015,NF00,0.8979642,0.7324521,-0.5278217,2.330091
NL00-201509,NLRB,National Labor Relations Board,,2015,NL00,0.6726899,0.7265386,-0.7630178,2.092265
NM00-201509,NMB,National Mediation Board,,2015,NM00,0.093738,0.7312354,-1.337708,1.524377
NN-DEP-201509,NASA,National Aeronautics and Space Administration,,2015,NN-DEP,1.06855,0.727789,-0.3482329,2.509315
NQ00-201509,NARA,National Archives and Records Administration,,2015,NQ00,-0.5865047,0.7304119,-2.021171,0.8398448
NU00-201509,NRC,Nuclear Regulatory Commission,,2015,NU00,1.094669,0.7318602,-0.3473997,2.527136
NV-DEP-201509,NAVY,Department of Defense,Navy,2015,NV-DEP,-0.113539,0.7224956,-1.528759,1.296674
OM00-201509,OPM,Office of Personnel Management,,2015,OM00,-0.4029081,0.7277826,-1.837773,1.027155
OS00-201509,OSHRC,Occupational Safety and Health Review Commission,,2015,OS00,0.4659409,0.7365816,-0.965353,1.916642
PU00-201509,PC,Peace Corps,,2015,PU00,-1.469124,0.7320944,-2.906861,-0.04061263
QQ00-201509,ODNCP,Executive Office of the President,Office of National Drug Control Policy,2015,QQ00,0.4051019,0.7289806,-1.016316,1.853275
RF00-201509,FRTIB,Federal Retirement Thrift Investment Board,,2015,RF00,0.286352,0.7290815,-1.155709,1.714691
RR00-201509,RRB,Railroad Retirement Board,,2015,RR00,-0.5531428,0.7327079,-1.990332,0.8847647
RS00-201509,FMSHRC,Federal Mine Safety and Health Review Commission,,2015,RS00,0.2339165,0.732002,-1.198588,1.681159
SB00-201509,SBA,Small Business Administration,,2015,SB00,-0.6604849,0.72974,-2.067629,0.7586922
SE00-201509,SEC,Securities and Exchange Commission,,2015,SE00,1.990859,0.7417179,0.5299725,3.438382
SK00-201509,CPSC,Consumer Product Safety Commission,,2015,SK00,0.3424294,0.7189142,-1.063446,1.754231
SZ00-201509,SSA,Social Security Administration,,2015,SZ00,-0.3710319,0.7394315,-1.817496,1.081442
TB00-201509,NTSB,National Transportation Safety Board,,2015,TB00,0.4774389,0.7223763,-0.9274306,1.902172
TC00-201509,USITC,United States International Trade Commission,,2015,TC00,0.5174826,0.7311953,-0.9177541,1.95451
TD-DEP-201509,DOT,Department of Transportation,,2015,TD-DEP,-0.2598271,0.7147613,-1.664555,1.138528
TD01-201509,DOTSEC,Department of Transportation,Office of the Secretary,2015,TD01,0.5239634,0.7316606,-0.8897783,1.966454
TD03-201509,FAA,Department of Transportation,Federal Aviation Administration,2015,TD03,-0.3342498,0.7326482,-1.758633,1.116772
TD04-201509,FHWA,Department of Transportation,Federal Highway Administration,2015,TD04,0.3640072,0.734637,-1.078309,1.812338
TD05-201509,FRA,Department of Transportation,Federal Railroad Administration,2015,TD05,-0.4138969,0.7246565,-1.838159,1.023431
TD06-201509,STLSDC,Department of Transportation,Saint Lawrence Seaway Development Corporation,2015,TD06,-0.4751802,0.7314713,-1.900992,0.957675
TD09-201509,FTA,Department of Transportation,Federal Transit Administration,2015,TD09,0.3505101,0.7329448,-1.080616,1.807171
TD10-201509,NHTSA,Department of Transportation,National Highway Traffic Safety Administration,2015,TD10,0.6294388,0.7277208,-0.8120588,2.062811
TD13-201509,MA,Department of Transportation,Maritime Administration,2015,TD13,-0.1657162,0.7326863,-1.602923,1.256735
TD15-201509,STB,Surface Transportation Board,,2015,TD15,0.8928439,0.7226333,-0.5273056,2.300885
TD16-201509,PHMSA,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,2015,TD16,0.3903663,0.732602,-1.030603,1.84218
TD17-201509,FMCSA,Department of Transportation,Federal Motor Carrier Safety Administration,2015,TD17,-0.5640676,0.7263829,-1.979181,0.8759391
TN00-201509,USTR,Executive Office of the President,Office of the United States Trade Representative,2015,TN00,0.6022908,0.7255471,-0.8174455,2.024714
TR-DEP-201509,TRS,Department of the Treasury,,2015,TR-DEP,-0.7256695,0.7334591,-2.149555,0.7143177
TR40-201509,ATTTB,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,2015,TR40,-0.05801854,0.7388936,-1.519161,1.390687
TR91-201509,TRSMANG,Department of the Treasury,Departmental Offices,2015,TR91,0.2894789,0.7307744,-1.145046,1.725936
TR93-201509,IRS,Department of the Treasury,Internal Revenue Service,2015,TR93,-0.8748922,0.7248795,-2.301235,0.5353643
TRAD-201509,MINT,Department of the Treasury,United States Mint,2015,TRAD,-0.4435653,0.7292112,-1.866531,0.981207
TRAF-201509,FINCEN,Department of the Treasury,Financial Crimes Enforcement Network,2015,TRAF,0.2963733,0.7198916,-1.115934,1.719005
TRAI-201509,BEP,Department of the Treasury,Bureau of Engraving and Printing,2015,TRAI,-0.3572222,0.7325753,-1.791464,1.081576
TRAJ-201509,OCC,Department of the Treasury,Office of the Comptroller of the Currency,2015,TRAJ,0.4926391,0.7257404,-0.9476198,1.892964
TRFD-201509,BFS,Department of the Treasury,Bureau of the Fiscal Service,2015,TRFD,-0.5718962,0.729596,-2.003853,0.8560253
VA-DEP-201509,DVA,Department of Veterans Affairs,,2015,VA-DEP,0.1404906,0.7276539,-1.279586,1.554137
VAAD-201509,BVA,Department of Veterans Affairs,Board of Veterans Appeals,2015,VAAD,0.6431172,0.7256609,-0.7600994,2.077951
VALA-201509,VBA,Department of Veterans Affairs,Veterans Benefits Administration,2015,VALA,-0.6065912,0.7280205,-2.036786,0.8137391
VAPA-201509,NCA,Department of Veterans Affairs,National Cemetery Administration,2015,VAPA,-0.5956852,0.7314876,-2.02145,0.8363835
VATA-201509,VHA,Department of Veterans Affairs,Veterans Health Administration,2015,VATA,0.1928364,0.739254,-1.279198,1.641657
VD00-201509,PCLOB,Privacy and Civil Liberties Oversight Board,,2015,VD00,0.7064254,0.7250865,-0.7263037,2.133154
AF-DEP-201609,USAF,Department of Defense,Air Force,2016,AF-DEP,-0.3908482,0.7384241,-1.857544,1.055743
AG-DEP-201609,USDA,Department of Agriculture,,2016,AG-DEP,-0.8210724,0.7298295,-2.242534,0.6098689
AG01-201609,AGSEC,Department of Agriculture,Office of the Secretary,2016,AG01,-0.465982,0.7325399,-1.894726,0.9701203
AG02-201609,AMS,Department of Agriculture,Agricultural Marketing Service,2016,AG02,-0.5032144,0.7328407,-1.940561,0.9482162
AG03-201609,ARS,Department of Agriculture,Agricultural Research Service,2016,AG03,0.0273653,0.7238333,-1.399464,1.438785
AG07-201609,RHS,Department of Agriculture,Rural Housing Service,2016,AG07,-0.8132629,0.7318203,-2.229343,0.6430136
AG08-201609,RMA,Department of Agriculture,Risk Management Agency,2016,AG08,-0.4733357,0.7185578,-1.885969,0.9350468
AG10-201609,FAS,Department of Agriculture,Foreign Agricultural Service,2016,AG10,0.2946278,0.7345063,-1.150536,1.724023
AG11-201609,USFS,Department of Agriculture,Forest Service,2016,AG11,-1.133779,0.7282824,-2.554459,0.3068522
AG14-201609,AGGC,Department of Agriculture,Office of the General Counsel,2016,AG14,0.9757423,0.7276474,-0.4481403,2.417878
AG15-201609,RUS,Department of Agriculture,Rural Utilities Service,2016,AG15,0.03499267,0.7305893,-1.389371,1.470302
AG16-201609,NRCS,Department of Agriculture,Natural Resources Conservation Service,2016,AG16,-0.3845362,0.7176764,-1.786501,0.9986311
AG18-201609,ERS,Department of Agriculture,Economic Research Service,2016,AG18,0.835473,0.7282532,-0.5949039,2.258893
AG20-201609,NASS,Department of Agriculture,National Agricultural Statistics Service,2016,AG20,0.2941178,0.7330358,-1.147337,1.739698
AG22-201609,NIFA,Department of Agriculture,National Institute of Food and Agriculture,2016,AG22,0.4894973,0.721227,-0.9097712,1.895679
AG30-201609,FNS,Department of Agriculture,Food and Nutrition Service,2016,AG30,-0.1327534,0.7349825,-1.566451,1.305325
AG32-201609,RBCS,Department of Agriculture,Rural Business-Cooperative Service,2016,AG32,-0.120272,0.7307604,-1.557643,1.293246
AG34-201609,APHIS,Department of Agriculture,Animal and Plant Health Inspection Service,2016,AG34,-0.4753881,0.7280787,-1.899539,0.9554982
AG36-201609,GIPSA,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",2016,AG36,-0.4486755,0.727195,-1.881053,0.9782641
AG37-201609,FSIS,Department of Agriculture,Food Safety and Inspection Service,2016,AG37,-1.603087,0.7237335,-3.048228,-0.1683142
AG90-201609,AGCFO,Department of Agriculture,Office of Chief Financial Officer,2016,AG90,-0.5414556,0.7312461,-1.983073,0.8975746
AGFA-201609,FSA,Department of Agriculture,Farm Service Agency,2016,AGFA,-0.4877318,0.7280637,-1.915766,0.9282964
AH01-201609,NEA,National Foundation on the Arts and the Humanities,National Endowment for the Arts,2016,AH01,-0.06834529,0.7275855,-1.483468,1.36409
AH02-201609,NEH,National Foundation on the Arts and the Humanities,National Endowment for the Humanities,2016,AH02,-0.1696588,0.719572,-1.584657,1.2188
AH03-201609,IMLS,National Foundation on the Arts and the Humanities,Institute of Museum and Library Services,2016,AH03,0.1453982,0.7254572,-1.255498,1.568889
AM00-201609,USAID,Department of State,United States Agency for International Development,2016,AM00,0.5362801,0.7347516,-0.9118458,1.966379
AN00-201609,USADF,United States African Development Foundation,,2016,AN00,0.1232522,0.7337828,-1.297354,1.573343
AR-DEP-201609,ARMY,Department of Defense,Army,2016,AR-DEP,-0.3262898,0.7258722,-1.740663,1.092024
ARCE-201609,ARCE,Department of Defense,Army Corps of Engineers,2016,ARCE,0.1815066,0.7321782,-1.243207,1.603623
AU00-201609,FLRA,Federal Labor Relations Authority,,2016,AU00,0.8373869,0.7389859,-0.6157032,2.297488
BD00-201609,MSPB,Merit Systems Protection Board,,2016,BD00,0.9519392,0.7191793,-0.4465616,2.363848
BF00-201609,DNFSB,Defense Nuclear Facilities Safety Board,,2016,BF00,1.239989,0.7298354,-0.1833063,2.668031
BG00-201609,PBGC,Department of Labor,Pension Benefit Guaranty Corporation,2016,BG00,0.6063521,0.7371188,-0.8273359,2.057947
BO00-201609,OMB,Executive Office of the President,Office of Management and Budget,2016,BO00,0.5339472,0.7333487,-0.9185601,1.950191
CC00-201609,CCR,Commission on Civil Rights,,2016,CC00,0.1448456,0.7274911,-1.267682,1.557865
CE00-201609,CEA,Executive Office of the President,Council of Economic Advisors,2016,CE00,-0.01921837,0.7247114,-1.440294,1.401428
CM-DEP-201609,DOC,Department of Commerce,,2016,CM-DEP,0.2342347,0.7334297,-1.207348,1.684766
CM51-201609,DOCSEC,Department of Commerce,Office of the Secretary,2016,CM51,0.374383,0.7254335,-1.050242,1.802144
CM52-201609,EDA,Department of Commerce,Economic Development Administration,2016,CM52,0.07483464,0.7268295,-1.347241,1.492238
CM53-201609,BEA,Department of Commerce,Bureau of Economic Analysis,2016,CM53,0.6438923,0.7226779,-0.7528856,2.057181
CM54-201609,NOAA,Department of Commerce,National Oceanic and Atmospheric Administration,2016,CM54,0.5454985,0.720547,-0.8692796,1.967268
CM55-201609,ITA,Department of Commerce,International Trade Administration,2016,CM55,0.2406158,0.737168,-1.200782,1.685416
CM56-201609,USPTO,Department of Commerce,United States Patent and Trademark Office,2016,CM56,-0.2199948,0.7322767,-1.645995,1.200683
CM57-201609,NIST,Department of Commerce,National Institute of Standards and Technology,2016,CM57,0.8962742,0.7284231,-0.5218039,2.312649
CM59-201609,MBDA,Department of Commerce,Minority Business Development Agency,2016,CM59,-0.671391,0.7295566,-2.098923,0.7525752
CM61-201609,NTIA,Department of Commerce,National Telecommunications and Information Administration ,2016,CM61,0.3314832,0.7257579,-1.079919,1.755304
CM62-201609,NTIS,Department of Commerce,National Technical Information Service,2016,CM62,-0.3394546,0.7401178,-1.790854,1.121561
CM63-201609,CEN,Department of Commerce,U.S. Census Bureau,2016,CM63,0.07279315,0.7234138,-1.356213,1.515084
CM65-201609,ESA,Department of Commerce,Economic and Statistics Administration,2016,CM65,0.9941895,0.7253328,-0.4561193,2.423739
CM67-201609,BIS,Department of Commerce,Bureau of Industry and Security,2016,CM67,-0.2310856,0.7199971,-1.643882,1.180682
CT00-201609,CFTC,Commodity Futures Trading Commission,,2016,CT00,1.484758,0.726207,0.05443163,2.915011
CU00-201609,NCUA,National Credit Union Administration,,2016,CU00,0.7590635,0.725396,-0.6989665,2.173103
DD-DEP-201609,DOD,Department of Defense,,2016,DD-DEP,-0.1489568,0.7247832,-1.559231,1.268619
DD01-201609,DODSEC,Department of Defense,Office of the Secretary,2016,DD01,1.154051,0.7346812,-0.2938724,2.595984
DD04-201609,DISA,Department of Defense,Defense Information Systems Agency,2016,DD04,0.2151062,0.7380056,-1.22569,1.647229
DD06-201609,DSCA,Department of Defense,Defense Security Cooperation Agency,2016,DD06,0.02310694,0.7312307,-1.417343,1.459611
DD07-201609,DLA,Department of Defense,Defense Logistics Agency,2016,DD07,-0.5018977,0.7371658,-1.942289,0.9290278
DD10-201609,DCAA,Department of Defense,Defense Contract Audit Agency,2016,DD10,0.7321551,0.7272116,-0.6770668,2.153756
DD12-201609,DSS,Department of Defense,Defense Counterintelligence and Security Agency,2016,DD12,0.2696217,0.7262156,-1.165482,1.686169
DD13-201609,DARPA,Department of Defense,Defense Advanced Research Projects Agency,2016,DD13,1.458272,0.7405281,0.0236794,2.916439
DD16-201609,DODEA,Department of Defense,DOD Education Activity,2016,DD16,-0.4055463,0.7259753,-1.818757,0.9940346
DD21-201609,WHS,Department of Defense,Washington Headquarters Services,2016,DD21,-0.2300557,0.7273876,-1.636702,1.190617
DD25-201609,DLSA,Department of Defense,Defense Legal Services Agency,2016,DD25,1.260079,0.7311466,-0.1820385,2.705739
DD27-201609,MDA,Department of Defense,Missile Defense Agency,2016,DD27,0.9734704,0.7334171,-0.4709614,2.405189
DD29-201609,DTSA,Department of Defense,Defense Technology Security Administration,2016,DD29,1.32382,0.7309077,-0.1045661,2.748177
DD34-201609,DCA,Department of Defense,Defense Commissary Agency,2016,DD34,-0.8550879,0.7292516,-2.286124,0.5782715
DD35-201609,DFAS,Department of Defense,Defense Finance and Accounting Service,2016,DD35,-0.4968745,0.7182263,-1.90596,0.9008568
DD53-201609,DPOW,Department of Defense,Defense POW/MIA Accounting Agency,2016,DD53,-0.1037657,0.7191485,-1.510836,1.302281
DD60-201609,DHA,Department of Defense,Defense Health Agency,2016,DD60,0.02529782,0.7270436,-1.398474,1.463364
DD61-201609,DTRA,Department of Defense,Defense Threat Reduction Agency,2016,DD61,0.2166388,0.7307555,-1.209748,1.644146
DD63-201609,DCMA,Department of Defense,Defense Contract Management Agency,2016,DD63,-0.1374517,0.7314271,-1.584737,1.283349
DD65-201609,PFPA,Department of Defense,Pentagon Force Protection Agency,2016,DD65,-1.08359,0.7392814,-2.518885,0.355406
DD68-201609,TRMC,Department of Defense,DOD Test Resource Management Center,2016,DD68,1.676066,0.7301525,0.251885,3.097364
DD80-201609,DMA,Department of Defense,Defense Media Activity,2016,DD80,-0.8947493,0.7278953,-2.309779,0.5149988
DD82-201609,NRO,Department of Defense,National Reconnaissance Office,2016,DD82,0.6685756,0.7286808,-0.7612108,2.079974
DJ-DEP-201609,DOJ,Department of Justice,,2016,DJ-DEP,-0.3682612,0.7287828,-1.789077,1.068372
DJ02-201609,FBI,Department of Justice,Federal Bureau of Investigation,2016,DJ02,-0.8802595,0.7326873,-2.321036,0.5730761
DJ03-201609,BOP,Department of Justice,Bureau of Prisons/Federal Prison System,2016,DJ03,-0.9633975,0.7404915,-2.417855,0.4838783
DJ06-201609,DEA,Department of Justice,Drug Enforcement Administration,2016,DJ06,-0.5770304,0.7371352,-2.044602,0.8744958
DJ07-201609,OJP,Department of Justice,Office of Justice Programs,2016,DJ07,0.6434007,0.7237433,-0.7774339,2.074881
DJ08-201609,USMS,Department of Justice,United States Marshals Service,2016,DJ08,-0.9204065,0.7256608,-2.346889,0.5130432
DJ09-201609,EOUSA,Department of Justice,Executive Office for United States Attorneys,2016,DJ09,0.6647139,0.7348201,-0.7748016,2.107241
DJ11-201609,EOUST,Department of Justice,Executive Office for United States Trustees,2016,DJ11,0.5002224,0.7349855,-0.9365122,1.949228
DJ12-201609,EOIR,Department of Justice,Executive Office for Immigration Review,2016,DJ12,0.7274455,0.73494,-0.7196693,2.157567
DJ14-201609,JCRS,Department of Justice,Community Relations Service,2016,DJ14,0.3097045,0.730051,-1.134633,1.749288
DJ15-201609,ATF,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2016,DJ15,-1.071561,0.7256721,-2.469139,0.3521015
DL-DEP-201609,DOL,Department of Labor,,2016,DL-DEP,-0.2638123,0.7322154,-1.703871,1.185937
DLAA-201609,DOLSEC,Department of Labor,Office of the Secretary,2016,DLAA,0.07913099,0.7252438,-1.310976,1.50535
DLAM-201609,DOLMANG,Department of Labor,Office of the Assistant Secretary for Administration and Management,2016,DLAM,-0.2220135,0.7204939,-1.633669,1.185335
DLBL-201609,BILA,Department of Labor,Bureau of International Labor Affairs,2016,DLBL,0.8784165,0.7304349,-0.5283858,2.298836
DLET-201609,ETA,Department of Labor,Employment and Training Administration,2016,DLET,0.1257734,0.7284776,-1.30871,1.550818
DLLS-201609,BLS,Department of Labor,Bureau of Labor Statistics,2016,DLLS,0.4330256,0.7205942,-0.9761127,1.844848
DLMS-201609,MSHA,Department of Labor,Mine Safety and Health Administration,2016,DLMS,-1.059028,0.7225598,-2.462443,0.3821331
DLOF-201609,OFCCP,Department of Labor,Office of Federal Contract Compliance Programs,2016,DLOF,0.3227945,0.7374093,-1.123938,1.768989
DLOL-201609,OLMS,Department of Labor,Office of Labor-Management Standards,2016,DLOL,-0.8187265,0.7306603,-2.253763,0.6284543
DLOW-201609,OWCP,Department of Labor,Office of Workers Compensation Programs,2016,DLOW,-0.5762023,0.730793,-2.009053,0.8557138
DLPW-201609,EBSA,Department of Labor,Employee Benefits Security Administration,2016,DLPW,0.1342588,0.7289963,-1.298138,1.55382
DLSH-201609,OSHA,Department of Labor,Occupational Safety and Health Administration,2016,DLSH,0.07296481,0.7268862,-1.331836,1.509098
DLVE-201609,VETS,Department of Labor,Veterans' Employment and Training Service,2016,DLVE,-0.5303973,0.7350362,-1.969985,0.9051153
DLWB-201609,WB,Department of Labor,Women's Bureau,2016,DLWB,-0.1185089,0.7272728,-1.561861,1.316521
